End_Time,Region,Site,Sum_Volume,Avg_Volume
20250301000000,IRE3,5105,161,1.8333333333333333
20250301000000,IRE3,5106,437,5.666666666666667
20250301000000,IRE3,5107,478,5.571428571428571
20250301000000,IRE3,5108,464,5.142857142857143
20250301000000,IRE3,5109,340,1.0
20250301000000,IRE3,5110,186,2.1666666666666665
20250301000000,IRE3,5112,268,1.0
20250301000000,IRE3,5113,496,1.5833333333333333
20250301000000,IRE3,5114,171,0.3225806451612903
20250301000000,IRE3,5115,234,1.0
20250301000000,IRE3,5116,92,0.25
20250301000000,IRE3,5117,161,0.6875
20250301000000,IRE3,5121,324,1.375
20250301000000,IRE3,5122,326,1.5625
20250301000000,IRE3,5123,379,1.8125
20250301000000,IRE3,5124,353,1.0416666666666667
20250301000000,IRE3,5125,186,0.8125
20250301000000,IRE3,5126,184,2.6
20250301000000,IRE3,5127,171,0.40625
20250301000000,IRE3,5128,203,0.40625
20250301000000,IRE3,5129,118,0.28125
20250301000000,IRE3,5130,115,0.28125
20250301000000,IRE3,5131,163,0.375
20250301000000,IRE3,5133,188,3.75
20250301000000,IRE3,5134,207,1.5
20250301000000,IRE3,5135,214,1.6666666666666667
20250301000000,IRE3,5136,329,1.3333333333333333
20250301000000,IRE3,6050,372,2.4545454545454546
20250301000000,IRE3,6059,593,5.0
20250301000000,IRE3,6084,509,1.5
20250301000000,IRE3,6086,854,2.7083333333333335
20250301000000,IRE3,6092,513,6.833333333333333
20250301000000,IRE3,6096,190,1.8571428571428572
20250301000000,IRE3,6110,482,13.0
20250301000000,IRE3,6171,128,0.28125
20250301000000,IRE3,6172,238,4.75
20250301000000,IRE3,6187,284,3.5
20250301000000,IRE3,6190,348,5.6
20250301000000,IRE3,6202,638,7.142857142857143
20250301000000,IRE3,6203,230,1.125
20250301000000,IRE3,6209,307,0.7916666666666666
20250301000000,IRE3,6254,237,0.75
20250301000000,IRE3,6312,352,4.5
20250301000000,IRE3,6313,554,6.285714285714286
20250301000000,IRE3,6314,197,0.6666666666666666
20250301000000,IRE3,6399,81,0.25
20250301000000,IRE3,6403,200,0.6666666666666666
20250301000000,IRE3,6405,2,0.0
20250301000000,IRE3,6424,117,0.25
20250301000000,NCITY,4,107,0.38095238095238093
20250301000000,NCITY,9,790,6.888888888888889
20250301000000,NCITY,10,359,1.1666666666666667
20250301000000,NCITY,11,674,2.125
20250301000000,NCITY,12,778,2.1785714285714284
20250301000000,NCITY,13,530,5.125
20250301000000,NCITY,15,275,4.2
20250301000000,NCITY,18,1018,3.4583333333333335
20250301000000,NCITY,21,1005,13.666666666666666
20250301000000,NCITY,27,300,3.6666666666666665
20250301000000,NCITY,32,357,3.5
20250301000000,NCITY,40,584,1.9166666666666667
20250301000000,NCITY,41,612,2.0
20250301000000,NCITY,43,666,6.375
20250301000000,NCITY,44,643,1.5
20250301000000,NCITY,55,1423,12.777777777777779
20250301000000,NCITY,57,629,2.3181818181818183
20250301000000,NCITY,58,1252,3.125
20250301000000,NCITY,59,1922,6.5
20250301000000,NCITY,60,1287,14.714285714285714
20250301000000,NCITY,61,1866,18.875
20250301000000,NCITY,63,1095,3.6666666666666665
20250301000000,NCITY,64,978,3.1666666666666665
20250301000000,NCITY,65,1383,18.833333333333332
20250301000000,NCITY,66,1494,15.125
20250301000000,NCITY,67,1254,16.833333333333332
20250301000000,NCITY,72,727,2.95
20250301000000,NCITY,73,919,3.0833333333333335
20250301000000,NCITY,80,471,4.0
20250301000000,NCITY,90,412,4.285714285714286
20250301000000,NCITY,91,401,1.2916666666666667
20250301000000,NCITY,107,1143,3.875
20250301000000,NCITY,108,828,7.222222222222222
20250301000000,NCITY,109,684,10.8
20250301000000,NCITY,110,867,5.583333333333333
20250301000000,NCITY,119,474,6.166666666666667
20250301000000,NCITY,121,210,0.5
20250301000000,NCITY,122,165,0.5
20250301000000,NCITY,127,358,5.8
20250301000000,NCITY,128,657,5.0
20250301000000,NCITY,129,551,5.375
20250301000000,NCITY,131,759,3.6875
20250301000000,NCITY,132,878,6.9
20250301000000,NCITY,140,320,0.78125
20250301000000,NCITY,148,857,9.714285714285714
20250301000000,NCITY,149,1374,13.875
20250301000000,NCITY,150,856,4.3125
